SIREN,Nom ou raison sociale de l'entreprise,Famille juridique de l'entreprise,Code postal,Libellé de la commune de l'établissement,Code du département de l'établissement,Département de l'établissement,Région de l'établissement
501310510,AQTAGADA,Associations,35136,SAINT-JACQUES-DE-LA-LANDE,35,ILLE ET VILAINE,BRETAGNE
825176829,REAL PRO G,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
878646926,ASSOCIATION DES ETUDIANTS DU PARCOURS EXCELLENCE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
530022359,ASSOC PHOTOMOBILE,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
530022979,BINSAMU,Associations,35235,THORIGNE-FOUILLARD,35,ILLE ET VILAINE,BRETAGNE
327477196,UNION SPORTIVE MORDELLES,Associations,35310,MORDELLES,35,ILLE ET VILAINE,BRETAGNE
903926749,ALIEN VIOLET RECORDS,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
902712207,OCTOPUS CREW,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
840375786,COREAM PRODUCTIONS,Associations,35250,SAINT-SULPICE-LA-FORET,35,ILLE ET VILAINE,BRETAGNE
792300402,DANCING ROBOTS,Associations,35250,SAINT-SULPICE-LA-FORET,35,ILLE ET VILAINE,BRETAGNE
840376891,ASSOCIATION DES TCHADIENS DE BRETAGNE (A.T.B.),Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
792301491,ASSOCIATION POUR LA PROMOTION DE L'AGRICULTURE ET DES PRODUITS AGRICOLES,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
902734334,ASSOCIATION BREIZH-KABYLIE,Associations,35131,PONT-PEAN,35,ILLE ET VILAINE,BRETAGNE
414119404,CIE THEATRALE SOLEIL NOIR,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
492920285,TERRE DE LIENS - LIAMM AN DOUAR,Associations,35510,CESSON-SEVIGNE,35,ILLE ET VILAINE,BRETAGNE
511471708,ASSOCIATION D'ANIMATION DES RESIDENCES D'AUTOMNE BEAUSOLEIL ET DE LA FRESNERIE,Associations,35510,CESSON-SEVIGNE,35,ILLE ET VILAINE,BRETAGNE
440678738,COMITE DEPARTEMENTAL DES SPORTS DE GLACE,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
495341083,TRIBU DU MONDE BRETAGNE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
377885512,UNION FEDERALE DES CONSOMMATEURS -QUE CHOISIR DE RENNES,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
398260646,ASSOCIATION LA DECOUVRANCE,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
840380216,STEPHANE SPRINT CROSS,Associations,35850,ROMILLE,35,ILLE ET VILAINE,BRETAGNE
895239705,PREVENTION SPORT SANTE SEVIGNE,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
437853096,CINEMA ESPERANCE CHARTRES DE BRETAGNE,Associations,35131,CHARTRES-DE-BRETAGNE,35,ILLE ET VILAINE,BRETAGNE
832363592,BIM PROD,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
895266591,LA BASSE COUR,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
327560850,BGE ILLE ET VILAINE,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
820440618,ASSOCIATION DES MEDECINS RETRAITES ET DES VEUVES OU VEUFS DE MEDECINS DE BRETAGNE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
849459961,LES CONTREBANDIERS DE MOONFLEET,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
888297629,XV ENSEMBLE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
824254684,A L EAU LA VIE,Associations,35250,CHEVAIGNE,35,ILLE ET VILAINE,BRETAGNE
420571788,CRODIP BRETAGNE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
824255137,L'AGENCE BY ESG,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
525149100,AIRES DE JE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
420574832,CEZAM ILLE ET VILAINE,Associations,35510,CESSON-SEVIGNE,35,ILLE ET VILAINE,BRETAGNE
341249829,CUMA LA MOISSON,Coopératives,35230,NOYAL-CHATILLON-SUR-SEICHE,35,ILLE ET VILAINE,BRETAGNE
539635979,APEEP JULES VERNE,Associations,35250,CHEVAIGNE,35,ILLE ET VILAINE,BRETAGNE
909372013,LES DRAMAQUEERS,Associations,35510,CESSON-SEVIGNE,35,ILLE ET VILAINE,BRETAGNE
923458376,LES GEANCIENS,Associations,35310,MORDELLES,35,ILLE ET VILAINE,BRETAGNE
452476658,ADSE LEGRIS,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
818245417,ASSOCIATION RETRAITES CSF,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
319732681,CAISSE CREDIT MUTUEL CHATILLON ORGERES,Coopératives,35230,ORGERES,35,ILLE ET VILAINE,BRETAGNE
452476880,JUDO PAYS DE VILAINE,Associations,35690,ACIGNE,35,ILLE ET VILAINE,BRETAGNE
818245425,LES GAVROCHES,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
520650268,ENFER ET CONTRE TOUT,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
502151798,AMICALE OENOLOGIQUE CHARTRAINE,Associations,35131,CHARTRES-DE-BRETAGNE,35,ILLE ET VILAINE,BRETAGNE
923460794,ASSOCIATION DES TCHADIENS DE BRETAGNE (A.T.B.),Associations,35132,VEZIN-LE-COQUET,35,ILLE ET VILAINE,BRETAGNE
753759745,GREEN CODE LAB,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
377948997,COMITE ORGANISATION FETE DE LA SANTE,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
829577741,ASSOCIATION RENNES VIROLOGIE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
520654500,BRING MUSIC,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
898549431,VINS ET C TERA,Associations,35230,BOURGBARRE,35,ILLE ET VILAINE,BRETAGNE
493782148,BELLE VUE SUR NOTRE PLANETE,Associations,35170,BRUZ,35,ILLE ET VILAINE,BRETAGNE
399102011,JOURNAL NOT,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
801636515,ASSOCIATION SPORTIVE DES CHEMINOTS RENNAIS PARACHUTISME,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
481894764,VTT EVASION,Associations,35590,LA CHAPELLE-THOUARAULT,35,ILLE ET VILAINE,BRETAGNE
843151218,A'NREV DE VERN,Associations,35770,VERN-SUR-SEICHE,35,ILLE ET VILAINE,BRETAGNE
853723062,FEDERATION BRETONNE DES FILIERES BIOSOURCEES,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
818914749,COLLECTIF TRANSLATION,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
801636739,LA FABRIQUE OPERA RENNES,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
339447153,THEATRE DU CREPUSCULE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
844150284,POTERIE-CREATION,Associations,35170,BRUZ,35,ILLE ET VILAINE,BRETAGNE
827883158,JAPAN PROJECT,Associations,35770,VERN-SUR-SEICHE,35,ILLE ET VILAINE,BRETAGNE
504545443,SAINT HELIER,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
504546334,ASSOCIATION SOUS LE SOLEIL,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
520688508,ASSOCIATION L'EFFET KOLLECTIF,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
912314580,AKADY,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
752475871,A VOUS SANS AUTRE,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
818916751,GRAINE DE VIE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
503683211,ASSOCIATION POUR LA RECHERCHE EN PSYCHOLOGIE ENVIRONNEMENTALE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
834561466,AL LEGESTR KOZ,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
818917619,LA BELLE DECHETTE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
453074148,RELAIS ETRANGERS,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
310238639,RESTAURANT PERSON PTT,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
393781042,COMITE DE QUARTIER DE RENNES LE BLOSNE,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
822899357,A L'OUEST DE MA MEMOIRE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
852549476,ASSOCIATION NOLLO-MASOMBO-MOPREZO (ASSOCIATION NMM),Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
418516597,ASS LOUIS JOUVET ET LE THEATRE ATHENEE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
814086591,CONSEIL DES PARENTS D'ELEVES DE L'ECOLE PUBLIQUE DE ST ERBLON,Associations,35230,SAINT-ERBLON,35,ILLE ET VILAINE,BRETAGNE
797907375,FONDS DE DOTATION DE RENNES VILLE ET METROPOLE DE CULTURE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
851502591,TAI CHI POUR TOUS,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
522973569,ROND POINT,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
339491557,ASS REGION ETUD ESPACE AMENAGE TERRITOIR,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
844170316,SMILE SMARTGRIDS,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
522975648,THEATRE DE LA PETITE SCENE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
922177001,INCROYABLES COMESTIBLES  SAINT GILLES 35,Associations,35590,SAINT-GILLES,35,ILLE ET VILAINE,BRETAGNE
449930676,ENCO.RE,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
752493528,DIV YEZH BRO ROAZHON,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
522976513,ASSOCIATION FAMILIALE SPORTIVE-CULTURELLE DES OLYMPIADES,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
834579740,LA COMPAGNIE GWESCLEN,Associations,35760,SAINT-GREGOIRE,35,ILLE ET VILAINE,BRETAGNE
798848107,ASSOCIATION SPORTIVE DU LYCEE PROFESSIONNEL PIERRE MENDES FRANCE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
794390815,COMPAGNIE AU FIL DES MIETTES,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
842410169,ASSOCIATION L'HOTEL PASTEUR,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
923160030,ASSOCIATION RESIDENCES ILLE ET VILAINE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
751609975,ASSOCIATION SPORTIVE DE L'ECOLE NORMALE SUPERIEURE DE RENNES - AS - ENS RENNES,Associations,35170,BRUZ,35,ILLE ET VILAINE,BRETAGNE
402042907,INSERTION PERSONNES HANDICAPEES D'I ET V,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
500513957,QUATTRO CONNECTION,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
850299173,GROUPEMENT D'EMPLOYEURS TRANSPORT LOGISTIQUE BRETAGNE,Associations,35135,CHANTEPIE,35,ILLE ET VILAINE,BRETAGNE
484825450,"FORMATION, CONSEIL, ACCOMPAG MEDIATION",Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
823569140,PEPS PROJET EVOLUTION PREVENTION SANTE,Associations,35230,NOYAL-CHATILLON-SUR-SEICHE,35,ILLE ET VILAINE,BRETAGNE
303892269,INSTITUT DE FORMATION EN REGION BRETAGNE,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
499838985,ASS SPORTIVE ET CULTURELLE DE L INSEE RENNES,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
823569835,ASSOCIATION ARTISTIQUE CULTURELLE MA TITI,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
490459443,UNION GENERALE DES ETUDIANTS DE RENNES,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
842425589,BAM,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
431906247,CASSIOPEE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
923161020,FAON/ZINE EDITION,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
484829221,ORGERBLON VOLLEY BALL,Associations,35230,ORGERES,35,ILLE ET VILAINE,BRETAGNE
798867784,O ALL JAZZ VOCALS & GOSPEL,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
495212797,ASSOCIATION RAYONS D ACTION,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
923161095,SONS OF BICHE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
424366250,OLYMPIQUE CLUB CESSONNAIS THEATRE,Associations,35510,CESSON-SEVIGNE,35,ILLE ET VILAINE,BRETAGNE
922192588,LA FAMILLE NOMADE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
798869483,SIBEL E SIBEN,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
414204388,FIDUCIA THEATRE,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
749824124,FORM'HOMME UN HOMME UNE FORMATION,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
835376294,LES PETITES LETTRES,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
808050660,ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE  DES CLOTEAUX,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
418365862,ASS RENNAISE DE RECHERCHE CARDIOLOGIQUE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
488774720,RENNESLONGSKATE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
753809839,LA BICYCLERIE,Associations,35310,CINTRE,35,ILLE ET VILAINE,BRETAGNE
439660820,TEXTO,Coopératives,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
797919404,MIKASHTANGA,Associations,35770,VERN-SUR-SEICHE,35,ILLE ET VILAINE,BRETAGNE
830545653,NORMANDE 35,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
350440939,ASS SPORTIVE CHEMINOTS RENNAIS,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
848234340,ASSOCIATION DE SOLIDARITE ETUDIANTE RENNAISE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
814695615,ASSOCIATION DES RETRAITES DE LA CONFEDERATION SYNDICALE DES FAMIILLES D'ILLE ET VILAINE,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
487630279,ASS PSYCHOMOTRICIENS DE L'OUEST,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
519217848,MIN DE RIEN,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
877868810,ASSOCIATION COEUR PAILLETTES,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
901497198,TROIS CITRONS,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
488789231,LA BICYCLETTE BRUZOISE,Associations,35170,BRUZ,35,ILLE ET VILAINE,BRETAGNE
895302149,DEOEDEBA,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
441505187,FACULTE DES METIERS,Associations,35170,BRUZ,35,ILLE ET VILAINE,BRETAGNE
923481774,ASSOCIATION POUR L'INSERTION PAR L'ART,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
343510301,SCCC ISATIS,Coopératives,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
799676150,SONO BZH,Associations,35410,NOUVOITOU,35,ILLE ET VILAINE,BRETAGNE
483985644,BRET RESEAU INTERDISCIPL SOINS  ENF,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
789044278,AFRO DETERMINATION,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
839486982,ASSOCIATION LIVE IT UP JAM,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
533870531,KINA 2,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
431853217,MANGER BIO 35,Coopératives,35760,SAINT-GREGOIRE,35,ILLE ET VILAINE,BRETAGNE
531887313,ARE YOU TRUNKED,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
411764657,L'ALBATROS THEATRE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
789045945,OPEN,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
481147080,ASSOCIATION MADIKERA ROAZHON,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
483993952,INSTITUT FRANCO IRANIEN,Associations,35510,CESSON-SEVIGNE,35,ILLE ET VILAINE,BRETAGNE
831358122,ASSEMBLEE DES NOUVELLES CREATURES - A.N.C.,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
483995916,JEUNESSE EDUC LOISIRS AJEL BRETAGNE,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
492130562,COMITE DE JUMELAGE DE NOYAL   CHATILLON SUR SEICHE,Associations,35230,NOYAL-CHATILLON-SUR-SEICHE,35,ILLE ET VILAINE,BRETAGNE
812112399,ENTENTE & PARTAGE,Associations,35520,LA CHAPELLE-DES-FOUGERETZ,35,ILLE ET VILAINE,BRETAGNE
814712816,NATURE ENVIRONNEMENT THORIGNE FOUILLARD,Associations,35235,THORIGNE-FOUILLARD,35,ILLE ET VILAINE,BRETAGNE
330642224,ASS DES AMIS DU MUSEE DES TRANSMISSIONS,Associations,35510,CESSON-SEVIGNE,35,ILLE ET VILAINE,BRETAGNE
849182167,LA HAUT,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
831358650,ACEBER,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
399993765,ASS FORMATION INFO DEVEL INITIAT RURALES,Associations,35510,CESSON-SEVIGNE,35,ILLE ET VILAINE,BRETAGNE
504771981,AU PARC DES BOIS,Coopératives,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
492312434,MAITRISE ET CHOEURS DE LA CATHEDRALE DE RENNES,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
812113058,D'UNE PHOTO,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
384132916,ESPOIR ET ENTRAIDE SCOLAIRE,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
387454762,GUITARE MACHINE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
492313523,RAMDAM,Associations,35590,L'HERMITAGE,35,ILLE ET VILAINE,BRETAGNE
384137048,SSOCIATION PARENTS ENSEIGNEMENT LIBRE,Associations,35760,SAINT-GREGOIRE,35,ILLE ET VILAINE,BRETAGNE
531917300,AUTEURS DE BRETAGNE,Associations,35520,LA CHAPELLE-DES-FOUGERETZ,35,ILLE ET VILAINE,BRETAGNE
387463441,RYTHME ET DANSE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
922293527,LA COMPAGNIE DU HURLEMENT,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
881238182,ALLONS DE L'AVANT MINISTRY,Associations,35135,CHANTEPIE,35,ILLE ET VILAINE,BRETAGNE
914490552,COMITE D'ENTRAIDE DES PERSONNELS  DU SERVICE DES JARDINS ET DE LA BIODIVERSITE DE LA VILLE DE RENNES,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
535121578,ASSOCIATION QUIGNON SUR RUE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
514529668,MAMAN BLUES 35,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
409610144,SOL MINEUR,Associations,35131,PONT-PEAN,35,ILLE ET VILAINE,BRETAGNE
849480173,RECTORAT EN CHOEUR,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
423376797,COMITE REGIONAL PORCIN,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
810709675,EN ROUE LIBRE,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
922772959,WELEARNENGLISH,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
511534877,ART ET CANNETTES,Associations,35310,MORDELLES,35,ILLE ET VILAINE,BRETAGNE
888333622,DREPANAID,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
492326483,ASS. RENNAISE D ASHTANGA YOGA,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
424416402,LES LAMES DU TEMPS,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
922773122,GN6 ASSOCIATION,Associations,35310,CHAVAGNE,35,ILLE ET VILAINE,BRETAGNE
511536286,ASSOCIATION LES FILS DES TUES,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
885051326,LES HERBES FOLLES,Associations,35170,BRUZ,35,ILLE ET VILAINE,BRETAGNE
482952975,ASS  JOURNEES NEUROLOGIQ  HTE BRETAGNE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
903928372,MONGOE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
903928422,LES PETITES CANTINES BRUZ,Associations,35170,BRUZ,35,ILLE ET VILAINE,BRETAGNE
401070701,ASSOCIATION BRUIT DE LIRE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
503710584,AGR 2008-ASSEMBLEE GENERALE DE RENNES 2008,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
502998511,SAINT JACQUES ECHECS,Associations,35136,SAINT-JACQUES-DE-LA-LANDE,35,ILLE ET VILAINE,BRETAGNE
822911004,ASSOCIATION DES INTERNATIONALISTES PRIVATISTES DE L UNIVERSITE DE RENNES,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
313607244,ASS DEVELOP INVENTAIR BRETAGNE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
493807838,GEOCONTACT,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
797959517,COMITE DES FETES DE L'HERMITAGE,Associations,35590,L'HERMITAGE,35,ILLE ET VILAINE,BRETAGNE
879829406,ASSOCIATION DES RESIDANTS DU VAU GAILLARD,Associations,35170,BRUZ,35,ILLE ET VILAINE,BRETAGNE
879831105,SENSIBLE,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
493809321,INSTITUT POUR LA PRATIQUE D L INNOVATION ET L INTELLIGENCE ECONOMIQUE D ENTREPRISE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
482968740,LES PLUMES VOLANTES,Associations,35230,SAINT-ERBLON,35,ILLE ET VILAINE,BRETAGNE
797960564,ASSOCIATION DU VILLAGE DE L'OUEST DE RENNES PATTON,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
832434252,FONDS DE DOTATION MSAADA,Fondations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
892124751,FILUTHERIE,Associations,35830,BETTON,35,ILLE ET VILAINE,BRETAGNE
798872644,3 AILES,Associations,35830,BETTON,35,ILLE ET VILAINE,BRETAGNE
512552274,ANIM'PA35,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
532958170,AMNESTY INTERNATIONAL GROUPE 13 DE RENNES,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
889564274,CENTRE DE SANTE RENNES ALLIANCE VISION,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
420641607,BADMINTON MONTGERMONTAIS,Associations,35760,MONTGERMONT,35,ILLE ET VILAINE,BRETAGNE
809390040,V.I.P. VEZIN IMPORTANT PERSON,Associations,35132,VEZIN-LE-COQUET,35,ILLE ET VILAINE,BRETAGNE
914098363,BOBI RECYCLE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
921048633,SOLI'BREIZH,Associations,35230,SAINT-ARMEL,35,ILLE ET VILAINE,BRETAGNE
922326798,GLAZARD,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
393817044,IAE CONSEIL 35,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
898607486,VIA NOUS - POUR UN MEILLEUR ENSEMBLE,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
809390644,MUSIKAD'ART ASSOCIATION,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
792366767,ASSOCIATION DES ANCIENS COMBATTANTS DE CINTRE,Associations,35310,CINTRE,35,ILLE ET VILAINE,BRETAGNE
498206085,ASS INTER AGENCES,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
415240910,CREATION BRETAGNE FORMATION,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
922729884,UCAL BELLANGERAIS,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
792367625,B. BALLIN GIRLZ,Associations,35200,RENNES,35,ILLE ET VILAINE,BRETAGNE
844204362,LE JOURNAL INUTILE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
493966683,MAO KENDAI,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
498207133,OBSERVATOIRE DES INDUSTRIES ET METIERS DE LA METALLURGIE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
822935581,L'ART PEUT ETRE SPORT,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
922731302,HIPPOCAMPE LIVE,Associations,35700,RENNES,35,ILLE ET VILAINE,BRETAGNE
327773271,ASS MEDIC PREVENT EDUCAT SANITAIRE,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
792370199,MORDELLES ECHANGES SOLIDARITE ROUMANIE,Associations,35310,MORDELLES,35,ILLE ET VILAINE,BRETAGNE
842441776,ASSOCIATION LAIT DE FOIN (HEUMILCH FRANCE),Associations,35510,CESSON-SEVIGNE,35,ILLE ET VILAINE,BRETAGNE
792370355,AMICALE DES DONNEURS DE SANG BENEVOLES DE MORDELLES,Associations,35310,MORDELLES,35,ILLE ET VILAINE,BRETAGNE
348105891,ASS DEPART AIDE GERANT TUTEUR ADMI BENEV,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
818252546,CHAINE GENERATIONNELLE DE CROISSANCE ECONOMIQUE ET SOCIALE,Associations,35510,CESSON-SEVIGNE,35,ILLE ET VILAINE,BRETAGNE
509985248,ASS PREVENTION TOXICOMANIES REGION OUEST,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
821158649,ASSOCIATION DE LA RUE DE SAINT MALO,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
508622230,PHILATELIC'CLUB VERNOIS,Associations,35770,VERN-SUR-SEICHE,35,ILLE ET VILAINE,BRETAGNE
813501772,ESPASCES POSSIBLES,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
493998140,FETE FOR RENNES,Associations,35000,RENNES,35,ILLE ET VILAINE,BRETAGNE
