id,structure_id,source,nom,conditions_acces,description,type,thematiques,frais,frais_precisions,publics,publics_precisions,commune,code_postal,code_insee,adresse,complement_adresse,longitude,latitude,horaires_accueil,lien_source,telephone,courriel,contact_nom_prenom,date_maj,lien_mobilisation,mobilisable_par,mobilisation_precisions,modes_accueil,modes_mobilisation,zone_eligibilite,volume_horaire_hebdomadaire,nombre_semaines,score_qualite
carif-oref--06_2299138S,carif-oref--06_9499,carif-oref,Consolider son niveau de français,Aucun,"### Objectif de la formation

* Développer et consolider son niveau de français

### Contenu de la formation

**Grammaire et Orthographe**

* Réviser certaines règles de conjugaisons
* Rappeler les accords : quelques cas irréguliers
* Identifier les ‘‘faux-amis'', différencier les homophones grammaticaux
* Reconnaître les pléonasmes pour mieux les éviter

**Vocabulaire**

* Déterminer les synonymes / antonymes pour éviter les quiproquos
* Repérer et utiliser un champ lexical dans un texte
* Maîtriser les figures de style les plus utilisées (métaphore/comparaison/métonymie)
* Utiliser les mots de liaison adéquats
* Se servir adroitement de la ponctuation

**La communication** 

* Définir la communication
* Identifier les situations de communication
* Repérer les formes de communication
* Caractériser l'argumentation dans le cadre d'une communication
* Analyser la rédaction d'une lettre (mentions, formules)
* Rédiger une lettre selon les consignes",formation,['lecture-ecriture-calcul--maitriser-le-francais'],,,['actifs'],,Rennes,35000,35238,7 Rue de Vezin,,-1.712213,48.116066,,https://key-form.fr/formation/modulaire/efficacite-professionnelle/consolider-le-niveau-de-francais/,+33230966840,contact@key-form.fr,,2026-06-26,,['professionnels'],,['en-presentiel'],"['telephoner', 'envoyer-un-courriel']","['22', '29', '35', '56']",,,0.9000000000000001
carif-oref--06_2319568S,carif-oref--06_14319P,carif-oref,Formateur - E.Formateur / Formateur professionnel d'adultes,"SOUS RESERVE DE FINANCEMENT REGION
Avoir une maitrise technique sur un domaine de competences / Avoir envie de transmettre son savoir et ses connaissances / Vouloir devenir formateur.riceindependant.eou salarie.e / Avoir une experience professionnelle significative","### Objectif de la formation

Le formateur professionnel d'adultes analyse des demandes formelles et informelles de formation pour identifier les compétences et les savoirs à acquérir par les apprenants et pour rédiger la progression pédagogique de la formation à animer. Pour préparer son animation, il formalise les étapes clés et les modalités sous la forme d'un scénario pédagogique et d'accompagnement. Il choisit, adapte ou crée les activités et sélectionne ou conçoit des ressources adaptées. Le formateur anime la formation selon différentes modalités (présentiel, distance, alternance…).  
Il s'appuie sur les pédagogies actives et adopte une posture de facilitation des apprentissages. Il prend en compte l'hétérogénéité du groupe pour adapter la formation aux besoins des apprenants et à leur progression. En amont, pendant et à la fin de la formation, il évalue les acquis des apprenants pour mesurer leur progression et valider l'acquisition de savoirs ou de compétences relatifs à un référentiel. En cas de besoin, il met en place des démarches de remédiation aux difficultés individuelles d'apprentissage.  
Tout au long de la formation, le formateur professionnel d'adultes accompagne les apprenants afin de sécuriser leurs parcours de formation. A partir d'un scénario d'accompagnement, il met en œuvre les différentes étapes de l'accompagnement. Il mobilise les acteurs relais au sein ou à l'extérieur de son organisation, en réponse aux besoins des apprenants. Il accueille et positionne les apprenants afin d'individualiser leurs parcours.  
Il assure un suivi individualisé et collectif et propose d'éventuels ajustements de parcours. Lorsqu'il accompagne les apprenants à distance, le formateur met en place des actions de tutorat spécifiques à la formation à distance. L'accompagnement permet également de contribuer au développement professionnel des apprenants en favorisant des compétences et des comportements adaptés à leurs projets professionnels.

### Contenu de la formation

Bloc 1 : Maîtriser les fondamentaux de la pédagogie  
Bloc 2 : Utiliser les différentes formes de digital learning  
Bloc 3 : Concevoir et scénariser un digital learning  
Bloc 4 : Produire des ressources en rapid learning  
Bloc 5 : Animer des formations en présentiel et à distance  
Bloc 6 : Agir comme tuteur et coach auprès des apprenants  
Bloc 7 : Concevoir et réaliser des évaluations  
Bloc 8 : Utiliser un LMS (Learning Management System)  
Bloc 9 : Cadre réglementaire de la formation et démarche de responsabilité sociale, environnementale et professionnelle  
Bloc 10 : Compétences Employabilité / Pack Ascension  
Stage de mise en pratique en entreprise",formation,"['lecture-ecriture-calcul--maitriser-le-francais', 'lecture-ecriture-calcul--maitriser-le-calcul']",,,['demandeurs-emploi'],,Cesson-Sévigné,35510,35051,801 Avenue des Champs Blancs,,-1.618264,48.133435,,https://careers.werecruit.io/fr/evocime-cti-advanced-rennes/offres/formation-formateur-e-formateur--formateur-digital-learning-tp-formateur-professionnel-dadultes---fpa-5928a8,,gpinson@evocime.com,,2026-06-26,,['professionnels'],"Tests, Dossier",['a-distance'],['envoyer-un-courriel'],"['22', '29', '35', '56']",35.0,,0.8100000000000003
cd35--901--information-sur-la-formation-professionnelle-continue,cd35--901,cd35,Information sur la formation professionnelle continue,,"Orientation et conseil concernant la formation initiale et professionnelle, et l'emploi.
Offres d'emploi, aide au recrutement auprès des employeurs, aide à la recherche d'emploi auprès du public demandeur d'emploi ou souhaitant changer d'activité professionnelle.
L'APECITA est compétente en matière d'agriculture, agroalimentaire, horticulture et environnement .",information,['se-former--monter-son-dossier-de-formation'],,,"['beneficiaires-des-minimas-sociaux', 'demandeurs-emploi', 'jeunes', 'personnes-en-situation-de-handicap']",,Rennes,35000,35238,Rue Maurice Le Lannou,,-1.713714,48.114318,du lundi au vendredi de 9h-12h30 et 13h30-17h,https://annuaire.ille-et-vilaine.fr/organisme/901-association-pour-lemploi-des-cadres-ingenieurs-et-techniciens-de-lagriculture-et-de-lagro-alimentaire-rennes,+33223482560,,,2020-02-05,,"['usagers', 'professionnels']",,,"['telephoner', 'envoyer-un-courriel']",['35'],,,0.67
carif-oref--06_2175060S,carif-oref--06_3122,carif-oref,Formation préparatoire à la certification CléA,-,"### Objectif de la formation

Évaluer et faire certifier sa maîtrise des connaissances et compétences indispensables dans tous métiers pour :  
- Accéder à un emploi ou à un stage  
- Évoluer professionnellement  
- Être plus autonome dans son poste de travail  
- Préparer un concours ou une entrée en formation

### Contenu de la formation

**7 domaines de compétences**  
S'exprimer en français  
Calculer, raisonner  
Utiliser un ordinateur  
Travailler en équipe et en respecter les règles  
Travailler seul et prendre des initiatives  
Avoir l'envie d'apprendre  
Maîtriser les règles d'hygiène, de sécurité et environnementales élémentaires",formation,"['lecture-ecriture-calcul--maitriser-le-francais', 'lecture-ecriture-calcul--maitriser-le-calcul']",,,['tous-publics'],Tout public,Rennes,35000,35238,"10 Rue Jean Le Ho, ZI de Lorient",,-1.723442,48.105122,,https://www.clps.net/formation/evaluation-et-formation-au-certificat-cla-socle-de-connaissances-et-competences-professionnelles/,+33299145000,rennes@clps.net,,2026-05-26,,['professionnels'],,['en-presentiel'],"['telephoner', 'envoyer-un-courriel']","['22', '29', '35', '56']",,,0.9000000000000001
france-travail--BRE0079-28,france-travail--BRE0079,france-travail,Optimiser et organiser ma recherche d'emploi,Être inscrit à France Travail.,Vous souhaitez mieux organiser vos démarches pour trouver un emploi plus efficacement ?,atelier,"['trouver-un-emploi--repondre-a-des-offres-demploi', 'preparer-sa-candidature--organiser-ses-demarches-de-recherche-demploi']",gratuit,,['demandeurs-emploi'],,Rennes,35200,35238,40 Avenue Andrée Viollis,,-1.661201,48.088446,"Mo-Fr 08:30-12:30 open ""Sans rendez-vous""; PH off",,3949,,,2026-03-31,https://candidat.francetravail.fr/prestations/servicescarte?codeTypePrestation=ATR&codeThemeAtelier=R05,"['usagers', 'professionnels']","Pour les usagers, la demande est à faire depuis l’espace personnel du demandeur d’emploi via le lien fourni.","['a-distance', 'en-presentiel']","['utiliser-lien-mobilisation', 'telephoner']",['35'],,,0.9399999999999997
france-travail--BRE0070-24,france-travail--BRE0070,france-travail,Activ'Projet,Être inscrit à France Travail.,"Vous souhaitez ou devez changer de métier ? Vous doutez de la voie à suivre ? Changer de métier, ça se prépare ! 
Avant de choisir un métier ou de vous reconvertir, il est essentiel de confronter l’idée que vous vous faites du nouveau métier avec sa réalité et les perspectives d’emploi.

Activ'projet est un service délivré par France Travail. Il vous permet d’élaborer ou de confirmer un ou plusieurs projets professionnels avec un conseiller en évolution professionnelle.

Activ’projet vous permet :

- D’explorer des pistes professionnelles correspondant à vos critères et aux compétences recherchées par les entreprises

- De clarifier vos souhaits et aspirations

- De Réaliser une ou plusieurs immersions professionnelles (PMSMP) pour découvrir un métier ou confirmer votre projet professionnel.

- De Sécuriser la poursuite de votre parcours en étant informé sur les dispositifs adaptés si vous avez un besoin de formation.

Sur une durée de 8 à 12 semaines vous pourrez :

- Faire le point sur vos expériences et votre parcours professionnel,

- Identifier vos compétences, centres d’intérêt, valeurs et aspirations,

- Découvrir les emplois et métiers qui correspondent à vos critères et aux compétences recherchées par les entreprises,

- Préciser ou confirmer les éléments de votre projet professionnel,

A l’issue, repartir avec une feuille de route permettant de rendre concret votre projet professionnel 

Inscription :

- depuis l'espace personnel France Travail

- ou en contactant un conseiller France Travail",accompagnement,"['choisir-un-metier--confirmer-son-choix-de-metier', 'choisir-un-metier--identifier-ses-points-forts-et-ses-competences', 'choisir-un-metier--decouvrir-un-metier-ou-un-secteur-dactivite']",gratuit,,['demandeurs-emploi'],,Rennes,35700,35238,4 Rue René Dumont,,-1.677853,48.129702,"Mo-Fr 08:30-12:30 open ""Sans rendez-vous""; PH off",,3949,,,2026-03-31,https://candidat.francetravail.fr/prestations/servicescarte?codeTypePrestation=AP3&codeApplicationOrigine=DORA,"['professionnels', 'usagers']","Pour les usagers, la demande est à faire depuis l’espace personnel du demandeur d’emploi via le lien fourni.","['en-presentiel', 'a-distance']","['utiliser-lien-mobilisation', 'telephoner']",['35'],,,1.0
cd35--3684--services-administratifs-de-proximite,cd35--3684,cd35,Services administratifs de proximité - France services,,"Vous rencontrez des difficultés avec internet ?
L’espace France services est là pour vous accompagner.
RSA, prime d’activité, allocation logement ou familiale, permis de conduire, carte grise…
France services, c’est en un seul et même endroit la CAF, l'Assurance maladie, l'Assurance retraite, la MSA, France Travail, les Impôts, la Poste, France Titres (ex ANTS), les services du Ministère de la Justice et de la Direction Générale des Finances Publiques, France Rénov', le chèque énergie, l'URSSAF, pour vous donner un premier niveau d’information et vous accompagner dans les démarches en ligne.
Rôle des agents France services :

 donner une information de premier niveau (accompagnement dans les démarches quotidiennes, réponses aux questions) ;
mettre à disposition et accompagner l’utilisation d’outils informatiques (création d’une adresse e-mail, impression ou scan de pièces nécessaires à la constitution de dossiers administratifs).
aider aux démarches en ligne (navigation sur les sites des opérateurs, simulation d'allocations, demande de documents en ligne)  ;
résoudre les cas les plus complexes en s'appuyant sur un correspondant au sein des réseaux partenaires, le cas échéant par un appel vidéo avec l'usager.

France services n'intervient pas pour les demandes et les renouvellements de titres de séjours pour les étrangers.
Ces démarches sont de la compétence du bureau des Étrangers à la Préfecture d'Ille-et-Vilaine 
 ",accompagnement,['difficultes-administratives-ou-juridiques--accompagnement-aux-demarches-administratives'],,,,,Saint-Grégoire,35760,35278,Rue Chateaubriand,Hôtel de Ville,-1.68354,48.153738,"Dans les locaux de l'Hôtel de Ville de SAINT-GRÉGOIRE, l'espace France Service est ouvert du lundi au vendredi de 9h à 12h30 et de 13h30 à 17h30 sur rendez-vous.",https://annuaire.ille-et-vilaine.fr/organisme/3684-france-services-de-saint-gregoire,+33299231923,franceservices@saint-gregoire.fr,,2025-03-11,,"['usagers', 'professionnels']",,,"['telephoner', 'envoyer-un-courriel']",['35'],,,0.7199999999999999
cd35--3258--accueil-collectif-ponctuel,cd35--3258,cd35,Accueil collectif ponctuel : halte garderie - multi accueil,,"Les établissements ou services « multi -accueil » associent différentes formules d’accueil : accueil à temps partiel, accueil ponctuel ou en urgence, ou crèche / halte-garderie et crèche familiales
L’objectif des multi-accueil est d’apporter la plus grande souplesse possible des solutions d’accueil qui sont proposées aux parents.
En permettant de combiner accueil collectif et accueil familial, ils répondent également à des besoins d’accueil à des horaires atypiques (fins de semaines, nuit). 
 
Le multi-accueil possède un dépose minute pour faciliter l’arrivée des enfants dans la structure.
L'établissement peut accueillir jusqu’à quarante enfants de deux mois et demi à quatre ans dans notre établissement à Cesson Sévigné. Le lait, les couches et le repas sont fournis par la crèche. Trois types d’accueil sont proposés : régulier, occasionnel ou urgent.
Les espaces sont pensés pour que l’enfant développe toutes ses potentialités. Dans l’espace dédié à la motricité, il peut développer ses capacités et avoir des expériences motrices riches. Des espaces de lectures, de jeux (de construction par exemple) ou de repos sont en libre accès au long de la journée.
L'établissement abrite un espace extérieur. Dans le jardin de la crèche, votre enfant peut participer à des activités de plein air et se dépenser.
La structure d’accueil respecte les normes ERP (Espace Recevant du Public) et les normes éditées par la PMI (Protection Maternelle et Infantile). Votre enfant peut donc s’asseoir, ramper ou bouger en toute sécurité dans les différents espaces de l’établissement.
L'équipe de professionnels est pluridisciplinaire : elle est notamment composée d'éducateurs de jeunes enfants, d'auxiliaires petite enfance et d'auxiliaires de puériculture, afin de garantir le meilleur accueil à votre enfant. 
La crèche utilise BabilouApp, l'application qui vous permet de suivre l'actualité de la crèche toute la journée : une belle façon de mieux comprendre les activités pédagogiques proposées à votre enfant ",aide-materielle,['famille--garde-denfants'],,,"['beneficiaires-des-minimas-sociaux', 'demandeurs-emploi', 'familles']",,Cesson-Sévigné,35510,35051,13 Rue Claude Chappe,,-1.62152,48.137061,Ouverture du lundi au vendredi de 7h30 à 19h00.,https://annuaire.ille-et-vilaine.fr/organisme/3258-multi-accueil-prive-babilou-cesson-chappe-cesson-sevigne,+33809103000,contact@babilou.com,,2020-06-16,,"['usagers', 'professionnels']",,,"['telephoner', 'envoyer-un-courriel']",['35'],,,0.7199999999999999
cd35--3285--accueil-collectif-ponctuel,cd35--3285,cd35,Accueil collectif ponctuel : halte garderie - multi accueil,,"Les établissements ou services « multi accueil » associent différentes formules d’accueil : accueil à temps partiel, accueil ponctuel ou en urgence, ou crèche / halte-garderie et crèche familiales.
L’objectif des multi accueils est d’apporter la plus grande souplesse possible des solutions d’accueil qui sont proposées aux parents.
En permettant de combiner accueil collectif et accueil familial, ils répondent également à des besoins d’accueil à des horaires atypiques (fins de semaines, nuit).
Spécificité de ce multi accueil : 
Nous avons une capacité d'accueil de 16 enfants entre 2,5 mois à 3 ans.
Seules les familles résidant à Rennes peuvent y inscrire leur enfant.
​3 modes de garde sont possibles :

régulier
ponctuel
en urgence

Dans cette crèche multi accueil associative bilingue ""Bisigoù"", les jeunes enfants seront accueillis par une équipe bilingue.
Le breton y est parlé quotidiennement dans une logique d'immersion.
Les inscriptions des enfants seront à effectuer auprès de l'Étoile, centre d'information petite enfance.
La crèche bénéficie d'un jardin et s'implique pour le développement durable : nourriture biologique, couches lavables et produits écologiques non toxiques pour les enfants.
Le breton par immersion :

Un contexte d’éveil favorisant le bon développement de l’enfant
Une alimentation saine et variée, biologique et en circuit court
Un chemin vers l’autonomie soutenue par des professionnels
Un espace calme et les rituels de l'endormissement
Une égalité filles garçons assurant un accueil mixte, non genré
Une éducation au développement durable et aux bons gestes
Une valorisation et un soutien à la parentalité et aux cultures familiales
Un vivre ensemble assuré autour des principes de laïcité et de citoyenneté 
",aide-materielle,['famille--garde-denfants'],,,"['beneficiaires-des-minimas-sociaux', 'demandeurs-emploi', 'familles']",,Rennes,35200,35238,81 Boulevard Albert 1er,,-1.6798,48.089236,Ouverture du lundi au vendredi : 7h30-18h30,https://annuaire.ille-et-vilaine.fr/organisme/3285-multi-accueil-associatif-bisigou-rennes,+33299535622,direction.babigoubroroazhon@gmail.com,,2024-02-13,,"['usagers', 'professionnels']",,,"['telephoner', 'envoyer-un-courriel']",['35'],,,0.7800000000000001
cd35--269--information-sur-la-formation-professionnelle-continue,cd35--269,cd35,Information sur la formation professionnelle continue,,"Le point accueil emploi est un service intercommunal dédié à l'emploi et à la formation. Bilan de compétences, rédaction de CV et de lettre de motivation, formations... De nombreux outils permettent aux demandeurs d'emploi de faire avancer leur projet dans les meilleurs conditions possibles. Chacun peut bénéficier de ce soutien, quel que soit son domaine d'activité.
Couvre les communes de Betton et Chevaigné.",information,['se-former--monter-son-dossier-de-formation'],,,"['actifs', 'beneficiaires-des-minimas-sociaux', 'demandeurs-emploi', 'jeunes']",,Betton,35830,35024,28 Avenue d'Armorique,,-1.643043,48.182206," lundi, mardi, jeudi et vendredi : 8h30-12h30 mardi et jeudi : 14h-17h sur rendez-vous mercredi : 10h-12h (fermé pendant les vacances scolaires sauf celles d'été)  sur rendez-vous en dehors de ces créneaux ",https://annuaire.ille-et-vilaine.fr/organisme/269-point-accueil-emploi-pae-chevaigne-betton,+33299551010,pae@betton.fr,,2020-11-24,,"['usagers', 'professionnels']",,,"['telephoner', 'envoyer-un-courriel']",['35'],,,0.7800000000000001
ma-boussole-aidants--10072087--1,ma-boussole-aidants--10072087,ma-boussole-aidants,Premiers contacts,,"Interlocuteur de premier niveau pour des conseils, orientation et accompagnement dans les démarches d’accès aux droits et aux aides financières. Ils sont en général la première porte d’entrée dans le parcours d’un aidant.",accompagnement,"['difficultes-administratives-ou-juridiques--accompagnement-aux-demarches-administratives', 'difficultes-administratives-ou-juridiques--accompagnement-pour-lacces-aux-droits', 'equipement-et-alimentation--alimentation', 'logement-hebergement--sinformer-sur-les-demarches-liees-a-lacces-au-logement', 'remobilisation--lien-social']",gratuit,,,Âge minimum : 0 Âge maximum : 120,Gévezé,35850,35120,Espace des Droits de l'Homme,,-1.789168,48.220636,,https://maboussoleaidants.fr/mes-solutions/centre-communal-action-sociale-ccas/35/10072087,+33299699022,,,2025-12-09,,"['usagers', 'professionnels']",,['en-presentiel'],['telephoner'],['243500139'],,,0.8800000000000001
dora--c4aff476-0c9e-4b51-8dcd-387c4db9970b,dora--ac95184f-7a11-410d-aaa5-3c0c266299ac,dora,Accompagnement autoécole sociale & dispositifs permis adaptés,Les justificatifs à fournir dépendent de votre territoire et de votre statut.,"Notre association peut étudier votre situation pour vous accompagner et vous orienter vers des dispositifs adaptés pour le passage du permis :

- **Autoécole sociale**

- **Autres dispositifs adaptés** : Permis mobilité, ateliers de préparation à l'apprentissage (ex. travail sur le vocabulaire)

- **Autoécole traditionnelle** proposant des actions facilitant l'apprentissage


<!-- -->

Wimoov peut également vous conseiller sur les aides et les solutions de financement existantes.

Un **autoécole sociale** est une école de conduite à statut associatif coordonnée par un enseignant BEPECASER certifié.

Comme une autoécole classique, elle permet de vous accompagner au passage du code et de la conduite.

La différence est la prise en compte des besoins d’apprentissage particuliers (ex. liés à des difficultés de compréhension, un stress important, des difficultés sociales) et le fait de proposer généralement des tarifs solidaires.

Non basé sur une relation commerciale, ce service permet de la souplesse pour les candidats et limite ainsi les abandons.

L’enseignement technique au permis (théorique et pratique) est complété par un accompagnement individuel et des sessions de formations thématiques renforcées.

Ce service est réservé aux publics en parcours d'insertion sociale et professionnelle et soumis à conditions (définies localement). Les places sont généralement très limitées.

Outre les autoécoles sociales, il existe également des **dispositifs adaptés** différentes des autoécoles sociales.

Nous avons par exemple développé un dispositif ""Permis mobilité"", au sein duquel les participants bénéficient d'un apprentissage en autoécole traditionnelle couplé à un accompagnement pédagogique renforcé de notre part, ainsi que d'un tarif réduit.

Pour finir, certaines **autoécoles traditionnelles** peuvent proposer des méthodes d'apprentissage adaptées à votre situation : préparation renforcée au code, gestion du stress etc.

En complément ou à défaut de ce service, d’autres solutions mobilité peuvent être proposées par Wimoov. Vous pouvez les consulter via ce lien : [https://wimoov.org/nos-solutions/](<https://wimoov.org/nos-solutions/>)",aide-financiere,['mobilite--preparer-un-permis'],gratuit,,['tous-publics'],,Rennes,35200,35238,107 Avenue Henri Fréville,"Métro Henri Fréville - Lignes bus 3, 33, 37, 59, 61, 72, 74, 79, 159, 161, 172 arrêt Henri Fréville - Gare à 2,3km",-1.673962,48.086204,,https://dora.inclusion.gouv.fr/services/wimoov-ille-et-vilai--bshw,,grand-ouest@wimoov.org,,2026-04-29,,"['usagers', 'professionnels']",,"['a-distance', 'en-presentiel']",['utiliser-lien-mobilisation'],['35'],,,0.9399999999999997
monenfant--7ac8823f-4c32-4c07-aa65-0f8661823db6,monenfant--7ac8823f-4c32-4c07-aa65-0f8661823db6,monenfant,Garde et accueil des enfants,"- L’âge de l’enfant : entre10 semaines et 3 ans. Elle peut aussi accueillir ponctuellement des enfants de + de 3 ans (ex : enfants à besoins particuliers).
- Les vaccinations : l’enfant doit être soumis aux vaccinations prévues par les textes en vigueur (l'article L.3111-2 du Code de la santé publique).
- Le domicile : une halte-garderie accueille prioritairement les enfants des familles résidant sur son quartier.
La halte respecte la charte de la Laïcité de la branche Famille.","## Accueil des enfants en situation d’handicap

Accueil d'enfants en situation d'handicap en lien avec un référent santé  RSAI et en lien également avec la PMI.

## Le projet pédagogique :

La halte-garderie est un service de garde ponctuelle pour les enfants âgés de 3 mois à 3 ans, issus prioritairement du quartier.
C'est un accueil occasionnel, avec possibilité de réservation (3 fois par semaine maximum) ou de contrat (de 3 à 12 mois, selon la situation de la famille: reprise de formation ou d'emploi, répit parental...).
C'est également un premier lieu de vie sociale pour l'enfant, et un espace de transition pour les parents : transition avant la vie en collectivité de leur enfant, que ce soit EAJE ou entrée à l'école maternelle.
Enfin, étant rattaché au centre social Carrefour 18, la halte-garderie est également un lieu de la vie sociale locale, pouvant proposer aux familles un accompagnement global (accompagnement sur les droits, départ en vacances, fonction parentale...).
Au sein de la halte-garderie sont proposées régulièrement des temps avec les familles : fêtes de fin d'année en juin et en septembre, sorties de fin d'année, sorties à l'espace lecture...
Horaire d'ouverture structure :
Lundi, mercredi, vendredi : 8h45 - 12H15/ 13H30 - 17h30 .
Mardi : 13h30 - 17h30 .
Jeudi : 8h45-12h/ 13h30 -17h30 (6 places en journée continue de 8h45 - 17h30).",accompagnement,['famille--garde-denfants'],payant,La tarification est calculée en fonction de vos ressources et du nombre d'enfants à charge (barème national fixé par les Allocations familiales).,['familles'],,Rennes,35200,35238,7 Rue d'Espagne,,-1.672378,48.086862,"Mo 08:45-12:15,13:30-17:30 open, Tu 13:30-17:30 open, We 08:45-12:15,13:30-17:30 open, Th 08:45-12:00,13:30-17:30 open, Fr 08:45-12:15,13:30-17:30 open, Sa open, Su open",https://monenfant.fr/que-recherchez-vous/HALTE-GARDERIE DU CENTRE SOCIAL CARREFOUR 18 - ARCS - RENNES/EAJE/7ac8823f-4c32-4c07-aa65-0f8661823db6,+33299513225,c18@assoarcs.com,,2023-03-22,,"['usagers', 'professionnels']",La première demande de la famille se fait à l'accueil du centre social ou directement auprès de la halte-garderie. Un rendez-vous individuel est ensuite proposé aux parents. Les parents doivent adhérer à l'ARCS.,['en-presentiel'],"['telephoner', 'envoyer-un-courriel']",['35238'],,,0.9000000000000001
monenfant--099a368a-fed5-4239-8204-502f3b5d9293,monenfant--099a368a-fed5-4239-8204-502f3b5d9293,monenfant,Garde et accueil des enfants,"L'inscription est ouverte à toutes les familles, quelle que soit leur situation.
L'établissement accueille en priorité les enfants de la commune, mais accueille également les enfants des communes environnantes.","## Accueil des enfants en situation d’handicap

Depuis de nombreuses années, la halte-garderie accueille des enfants ayant des besoins spécifiques, grâce au partenariat mis en place avec le Centre d'Action Médico-Social Précose,(CAMSP), le médecin référent de la structure, la puéricultrice de secteur PMI et la psychomotricienne de Nouvoitou.

## Le projet pédagogique :

La halte-garderie associative Berlingot offre un espace de socialisation, d’éveil et de bien-être aux enfants, elle favorise également la co-éducation avec les parents, ainsi que les liens avec les professionnel.le.s dont la posture se base sur l’écoute et l’échange avec les familles. Dans la dynamique de développement de soutien à la parentalité, Berlingot est au plus près des familles et occupe une place particulière. Elle propose aux enfants un éveil sensoriel, moteur, affectif et intellectuel en fonction des rythmes et des besoins de chacun. Divers projets s’y associent tels que les différents partenariats avec l’extérieur (intergénération, médiathèque, Jardins de Brocéliande, ... À travers toutes ces manifestations, la place du parent est au cœur du projet et les familles sont invitées à participer au quotidien et à tous ces temps forts.",accompagnement,['famille--garde-denfants'],payant,La tarification est calculée en fonction de vos ressources et du nombre d'enfants à charge (barème national fixé par les Allocations familiales).,['familles'],,Vern-sur-Seiche,35770,35352,18 Rue Laënnec,,-1.595296,48.047325,"Mo 08:15-18:30 open, Tu 08:15-18:30 open, We 08:30-17:30 open, Th 08:15-18:30 open, Fr 08:15-18:30 open, Sa open, Su open; Aug closed; Dec 25-Jan 1 closed",https://monenfant.fr/que-recherchez-vous/HALTE-GARDERIE ASSOCIATIVE BERLINGOT - VERN SUR SEICHE/EAJE/099a368a-fed5-4239-8204-502f3b5d9293,+33299004970,contact@berlingot-vern.fr,,2021-03-24,,"['usagers', 'professionnels']",Les demandes d'inscription se font auprès de la direction de l'établissement.,['en-presentiel'],"['telephoner', 'envoyer-un-courriel']",['35352'],,,0.9000000000000001
monenfant--ec2728d9-4064-4386-be99-3019337447a6,monenfant--ec2728d9-4064-4386-be99-3019337447a6,monenfant,Garde et accueil des enfants,"Aucune condition d'admission, à part géographique : la famille doit résider à Rennes.","## Accueil des enfants en situation d’handicap

L’association peut accueillir des enfants porteurs de handicap avec la mise en place d’un Projet d’Accueil Individualisé (PAI) en lien avec le référent santé et accueil inclusif de la crèche. L'accueil pour tous est un droit fondamental pour l’enfant.  
Chaque enfant, quels que soient son environnement, ses besoins, ses différences et ses potentiels doit pouvoir être accueilli à la crèche. Cet accueil se construit ensemble : enfants, parents, professionnel.les

## Le projet pédagogique :

La crèche les Fruits de la Passion a emménagé en juin 2022 dans des locaux flambants neufs. Ce déménagement a permis d'agrandir l'équipe et les capacités d'accueil, tout en améliorant l'environnement pour l'équipe salariée et les familles.
Les familles : en effet, autant les enfants que les parents sont accueillis dans les locaux, car les parents s'engagent en adhérant à réaliser un certain nombre de « permanences », c'est-à-dire de demi-journées de présence à la crèche. Et ce
n'est pas tout : lorsqu'une famille décide de rejoindre la crèche, cela implique également qu'elle portera la responsabilité d'un poste (inscription, course, trésorerie, planning....) en tant que bénévole, et qu'elle assistera aux conseils d'administration mensuels. Ces moments partagés sont l'occasion d'échanger sur le projet qui nous uni, mais aussi de discuter entre parents, tout comme la permanence est un moment privilégié pour la co-éducation entre parent et salariée. Quelques valeurs sont en effet au centre de nos préoccupations : la coéducation comme évoqué, la libre motricité, le développement durable et la solidarité. Les échanges portent également sur les thèmes de l'alimentation, de l'éducation non-genrée, du rapport aux autres et à l'autorité...",accompagnement,['famille--garde-denfants'],payant,La tarification est calculée en fonction de vos ressources et du nombre d'enfants à charge (barème national fixé par les Allocations familiales).,['familles'],,Rennes,35000,35238,10 Rue de Buféron,,-1.686946,48.100174,Mo-Fr 08:00-18:30 open; Aug closed; Dec 25-Jan 1 closed,https://monenfant.fr/que-recherchez-vous/CRÈCHE-PARENTALE LES FRUITS DE LA PASSION - RENNES/EAJE/ec2728d9-4064-4386-be99-3019337447a6,+33966865564,contact@lesfruitsdelapassion.fr,,2023-02-14,,"['usagers', 'professionnels']","Les demandes d'inscriptions se font sur le site internet via un formulaire depréinscription, qui ajoute la famille à la liste d'attente.",['en-presentiel'],"['telephoner', 'envoyer-un-courriel']",['35238'],,,0.9000000000000001
