Identifiant,URL,Titre,Description,Description longue,Détail des conditions,Mots clés,Dernière mise à jour,Résumé horaires,Première date - Début,Première date - Fin,Dernière date - Début,Dernière date - Fin,Horaires détaillés,Code d'accessibilité,Accessibilité,Identifiant du lieu,Coordonnées géographiques,Nom du lieu,Adresse,Arrondissement,Code INSEE,Code postal,Ville,Région,Département,Site web du lieu,Liens du lieu,Tags du lieu,Description du lieu,Accès / Itinéraire,Lien d'accès en ligne,Age minimum,Age maximum,Agenda d'origine (titre),Agenda d'origine (uid)
39998893,https://openagenda.com/jep/events/deambulation-culturelle-a-velo-et-concert-avec-im-from-rennes,Déambulation culturelle à vélo et concert avec I'M FROM RENNES,Journées européennes du patrimoine 2023,"<p><strong>Déambulation culturelle à vélo et concert avec I'M FROM RENNES</strong><br />A l’invitation du Département et d’I’M FROM RENNES, partez en rando vélo pour découvrir en musique Beauregard et ses équipements culturels : le FRAC, le Garage, les Archives départementales où sera proposé un concert de l’éclectique Bellboy.<br />Le dimanche 17 septembre de 14h30 à 17h - Concert à partir de 16h40 sur le parvis des Archives départementales<br />Pour participer au parcours vélo : Départ FRAC Bretagne à 14h30 - 19 rue André Mussat<br />(Possibilité de location de vélo : départ 14h à la Maison du Vélo – Place de la gare à Rennes)<br />Arrivée aux Archives départementales<br />Parcours vélo gratuit (venir avec son vélo) sur inscription dans la limite des places disponibles, auprès de l’association I'M FROM RENNES<br />inscription : <a href=""mailto:contact@imfromrennes.com""><a href=""mailto:contact@imfromrennes.com"">contact@imfromrennes.com</a></a></p>","Pour participer au parcours vélo : Départ FRAC à 14h30 (Possibilité de location, départ 14h à la Maison du Vélo, Place de la gare) / Parcours vélo gratuit (venir avec un vélo) sur inscription dans la limite des places disponibles.",,2023-09-23T16:27:03+02:00,"Dimanche 17 septembre, 14h30",2023-09-17T14:30:00+02:00,2023-09-17T17:30:00+02:00,2023-09-17T14:30:00+02:00,2023-09-17T17:30:00+02:00,"[{""begin"": ""2023-09-17T14:30:00+02:00"", ""end"": ""2023-09-17T17:30:00+02:00""}]",,,78599250,"48.12907, -1.69268",Archives Départementales d'Ille et Vilaine,"1 rue Jacques Léonard, 35000, Rennes",Quartiers Nord-Ouest,35238,35000,Rennes,Bretagne,Ille-et-Vilaine,http://archives.ille-et-vilaine.fr/fr,https://www.facebook.com/archives35/,Archives,,,,,,Journées européennes du patrimoine 2023 : Bretagne,3301657
48640729,https://openagenda.com/jep/events/les-mini-conferences-de-dastum,Les mini-conférences de Dastum,Journées européennes du patrimoine 2023,"<p>Programme détaillé</p>
<p></p>
<ul>
<li>14h : <strong>Le patrimoine culturel immatériel, c’est quoi ?</strong></li>
</ul>
<p></p>
<p>Charles Quimbert, ancien directeur de Dastum puis de Bretagne Culture Diversité, nous fera découvrir ce qu’est le patrimoine culturel immatériel, la convention de l’UNESCO et nous racontera l’inscription du fest-noz.</p>
<p></p>
<ul>
<li>A partir de 14h45, <strong>Le patrimoine oral de Bretagne : des archives vivantes !</strong></li>
</ul>
<p></p>
<ul>
<li>14h45 : Présentation de Dastumedia, des archives sonores gratuites en ligne</li>
</ul>
<p></p>
<p>Vincent Morel, conservateur et animateur du réseau Haute-Bretagne pour l’association Dastum, nous présentera l’association qui rassemble, conserve et diffuse le patrimoine oral de Bretagne (musique, chant, conte…) et le fonctionnement de Dastumedia.</p>
<p></p>
<ul>
<li>15h : Parole de collecteur</li>
</ul>
<p></p>
<p>Charles Quimbert est allé à la rencontre des anciens pour enregistrer leurs paroles, leur répertoires (chants, musiques…). Grand collecteur des années 1990, il nous parlera de ses motivations et nous fera écouter quelques trésors sonores qu’il a recueillis.</p>
<p></p>
<ul>
<li>15h20 : De l’écoute d’archives sonores à l’interprétation</li>
</ul>
<p></p>
<p>Emmanuelle Bouthillier, jeune chanteuse et violoneuse de talent, puise son répertoire à la source. Elle tissera devant nous un lien entre l’écoute d’archives sonores de Dastumedia et une interprétation chantée à sa façon.<br /><em>Dans le cadre des Journées européennes du matrimoine et du patrimoine de l'écomusée, de nombreux événements sont à retrouver sur notre site web.</em></p>",Libre accès,,2023-09-19T12:50:38+02:00,"Dimanche 17 septembre, 14h00",2023-09-17T14:00:00+02:00,2023-09-17T16:00:00+02:00,2023-09-17T14:00:00+02:00,2023-09-17T16:00:00+02:00,"[{""begin"": ""2023-09-17T14:00:00+02:00"", ""end"": ""2023-09-17T16:00:00+02:00""}]",,,14360190,"48.077837, -1.662039",Écomusée de la Bintinais,"Route de Châtillon-sur-Seiche, 35200, Rennes",Noyal-sur-Seiche,35206,35230,Noyal-Châtillon-sur-Seiche,Bretagne,Ille-et-Vilaine,https://www.ecomusee-rennes-metropole.fr/,,"Musée de France;Espace naturel, parc, jardin;Édifice rural",Raconter l’histoire de Rennes à travers celle d’une ferme… C'est le projet de l'écomusée de La Bintinais. S'y ajoute un parc avec plus de 200 animaux et des vergers conservatoires.,"Venir en métro ligne a :  Descendre à l'arrêt Triangle puis au choix : prendre le bus à l'arrêt en face de la station de métro Triangle ou continuer à pied (15 minutes). Venir en Bus ligne 61 :  Prendre la ligne 61 et descendre à l'arrêt ""Hil/Bintinais"".",,,,Journées européennes du patrimoine 2023 : Bretagne,3301657
6231807,https://openagenda.com/jep/events/exposition-daffiches-de-fest-noz,Exposition d'affiches de fest-noz,Journées européennes du patrimoine 2023,"<p>Affiches historiques de fest-noz<br />Par l'association Dastum<br /><em>Dans le cadre des Journées européennes du matrimoine et du patrimoine de l'écomusée, de nombreux événements sont à retrouver sur notre site web.</em></p>",Accès libre,,2023-09-23T15:30:48+02:00,16 et 17 septembre,2023-09-16T14:00:00+02:00,2023-09-16T18:00:00+02:00,2023-09-17T14:00:00+02:00,2023-09-17T19:00:00+02:00,"[{""begin"": ""2023-09-16T14:00:00+02:00"", ""end"": ""2023-09-16T18:00:00+02:00""}, {""begin"": ""2023-09-17T14:00:00+02:00"", ""end"": ""2023-09-17T19:00:00+02:00""}]",,,14360190,"48.077837, -1.662039",Écomusée de la Bintinais,"Route de Châtillon-sur-Seiche, 35200, Rennes",Noyal-sur-Seiche,35206,35230,Noyal-Châtillon-sur-Seiche,Bretagne,Ille-et-Vilaine,https://www.ecomusee-rennes-metropole.fr/,,"Musée de France;Espace naturel, parc, jardin;Édifice rural",Raconter l’histoire de Rennes à travers celle d’une ferme… C'est le projet de l'écomusée de La Bintinais. S'y ajoute un parc avec plus de 200 animaux et des vergers conservatoires.,"Venir en métro ligne a :  Descendre à l'arrêt Triangle puis au choix : prendre le bus à l'arrêt en face de la station de métro Triangle ou continuer à pied (15 minutes). Venir en Bus ligne 61 :  Prendre la ligne 61 et descendre à l'arrêt ""Hil/Bintinais"".",,,,Journées européennes du patrimoine 2023 : Bretagne,3301657
44102283,https://openagenda.com/jep/events/visite-du-temple-8241283,Visite du Temple,"Visite commentée d'environ 30 minutes, ou visite libre à l'aide d'un fascicule.","<p>Visite commentée d'environ 30 minutes, ou visite libre à l'aide d'un fascicule.</p>",Entrée libre,,2023-09-15T11:50:25+02:00,"Samedi 16 septembre, 10h00, 14h00",2023-09-16T10:00:00+02:00,2023-09-16T12:00:00+02:00,2023-09-16T14:00:00+02:00,2023-09-16T18:00:00+02:00,"[{""begin"": ""2023-09-16T10:00:00+02:00"", ""end"": ""2023-09-16T12:00:00+02:00""}, {""begin"": ""2023-09-16T14:00:00+02:00"", ""end"": ""2023-09-16T18:00:00+02:00""}]",mi,handicap moteur,16358528,"48.107576, -1.678639",Temple Protestant,22 boulevard de la Liberté 35000 Rennes,Centre,35238,35000,Rennes,Bretagne,Ille-et-Vilaine,https://rennes.epudf.org/,https://www.facebook.com/EPUFRENNES,Édifice religieux,"Temple protestant fin 19ème siècle. Dernière restauration : 2017.  L'orgue (19è siècle) provient d'une chapelle anglicane de Dinan. La disposition intérieure donne une place centrale à la lecture de la Bible, et correspond aux caractéristiques particulières de l'architecture de l'Eglise Réformée.","Métro République - Cet édifice est un lieu de culte protestant, toujours en service à l'heure actuelle.",,,,Journées européennes du patrimoine 2023 : Bretagne,3301657
13556406,https://openagenda.com/jep/events/journee-patrimoine-8307778,Les Rails chantantes,Journées européennes du patrimoine 2023,"<p>Chorale cheminote basée à Rennes, membre de l'UAICF<br />Créé en 2013, Les Rails Chantantes est un collectif de musique qui regroupe les cheminots et leurs familles / avec Bruno Takorian comme chef de chœur ; un répertoire très varié : chansons françaises, anglaises, russes, gospel, créole.....</p>
<p></p>
<p><em>Les répétitions ont lieu au stade Jean Coquelin de Rennes tous les mardis soirs .</em></p>
<p></p>
<p><em>Nous serons en extérieur près de la fameuse statue du cheval de la gare de Rennes.</em></p>",libre d'accès,,2023-09-23T17:18:29+02:00,"Samedi 16 septembre, 10h30",2023-09-16T10:30:00+02:00,2023-09-16T12:00:00+02:00,2023-09-16T10:30:00+02:00,2023-09-16T12:00:00+02:00,"[{""begin"": ""2023-09-16T10:30:00+02:00"", ""end"": ""2023-09-16T12:00:00+02:00""}]",,,2435868,"48.104017, -1.673155",Gare de Rennes,19 pl de la gare 35000 Rennes,Centre,35238,35000,Rennes,Bretagne,Ille-et-Vilaine,,https://www.garesetconnexions.sncf/fr/gare/frrns/rennes/actualites,"Patrimoine ferroviaire, des transports et du génie civil",Gare SNCF,"train, metro, bus",,,99,Journées européennes du patrimoine 2023 : Bretagne,3301657
88528660,https://openagenda.com/jep/events/prendre-soin-des-documents,Prendre soin des documents,Les formes et les supports physiques des documents d'archives sont très variés. Tous ces documents originaux sont fragiles et leur préservation constitue un enjeu fondamental du métier d'archiv...,<p>Les formes et les supports physiques des documents d'archives sont très variés. Tous ces documents originaux sont fragiles et leur préservation constitue un enjeu fondamental du métier d'archiviste. Venez découvrir ce que l'équipe des Archives de Rennes met en place au quotidien pour limiter la dégradation de ce précieux patrimoine !</p>,"Entrée libre. Sans inscription, dans la limite des places disponibles.",,2023-09-23T16:41:41+02:00,"Dimanche 17 septembre, 10h00",2023-09-17T10:00:00+02:00,2023-09-17T17:00:00+02:00,2023-09-17T10:00:00+02:00,2023-09-17T17:00:00+02:00,"[{""begin"": ""2023-09-17T10:00:00+02:00"", ""end"": ""2023-09-17T17:00:00+02:00""}]",mi,handicap moteur,76399901,"48.119634, -1.670999",Archives de Rennes,"18, avenue Jules-Ferry, 35708, Rennes",Thabor - Saint-Hélier - Alphonse Guérin,35238,35708,Rennes,Bretagne,Ille-et-Vilaine,https://www.archives.rennes.fr/,https://twitter.com/ArchivesRennes,Archives,"Les Archives de Rennes ont pour mission de conseiller les services de la Ville de Rennes, du centre communal d'action sociale et de Rennes Métropole dans la gestion, l'organisation et le partage de leurs documents papiers et électroniques.",Privilégiez les mobilités douces pour vous déplacer jusqu'aux Archives de Rennes.,,,99,Journées européennes du patrimoine 2023 : Bretagne,3301657
3791960,https://openagenda.com/jep/events/fest-deiz-a-lecomusee-de-la-bintinais,Fest-deiz à l'écomusée de la Bintinais,Journées européennes du patrimoine 2023,"<p>Fest-deiz (musique traditionnelle)<br />Au programme : Emmanuelle Bouthillier (chanteuse et violoneuse), le duo Morel-Quimbert (chanteurs à danser), le duo Hervieux-Le Gouarin (sonneurs de biniou et bombarde)<br />En partenariat avec l'association Dastum<br /><em>Dans le cadre des Journées européennes du matrimoine et du patrimoine de l'écomusée, de nombreux événements sont à retrouver sur notre site web.</em></p>",,,2023-09-23T15:35:21+02:00,"Dimanche 17 septembre, 16h00",2023-09-17T16:00:00+02:00,2023-09-17T19:00:00+02:00,2023-09-17T16:00:00+02:00,2023-09-17T19:00:00+02:00,"[{""begin"": ""2023-09-17T16:00:00+02:00"", ""end"": ""2023-09-17T19:00:00+02:00""}]",,,14360190,"48.077837, -1.662039",Écomusée de la Bintinais,"Route de Châtillon-sur-Seiche, 35200, Rennes",Noyal-sur-Seiche,35206,35230,Noyal-Châtillon-sur-Seiche,Bretagne,Ille-et-Vilaine,https://www.ecomusee-rennes-metropole.fr/,,"Musée de France;Espace naturel, parc, jardin;Édifice rural",Raconter l’histoire de Rennes à travers celle d’une ferme… C'est le projet de l'écomusée de La Bintinais. S'y ajoute un parc avec plus de 200 animaux et des vergers conservatoires.,"Venir en métro ligne a :  Descendre à l'arrêt Triangle puis au choix : prendre le bus à l'arrêt en face de la station de métro Triangle ou continuer à pied (15 minutes). Venir en Bus ligne 61 :  Prendre la ligne 61 et descendre à l'arrêt ""Hil/Bintinais"".",,,,Journées européennes du patrimoine 2023 : Bretagne,3301657
48134313,https://openagenda.com/jep/events/decouverte-et-recit-des-commerces-dantan-et-dautrefois,Découverte et récit des commerces d'antan et d'autrefois,Journées européennes du patrimoine 2023,"<p>La municipalité de Saint-Sulpice-la-Forêt, en collaboration avec son Conseil des Sages, l'association Patrimonium et des habitant·es volontaires ont mené durant un an une récolte de paroles et d'iconographies sur le thème des commerces d'antan et d'autrefois.<br />Lors des Journées Européennes du Patrimoine, un circuit de découverte de l'histoire des commerces d'antan et d'autrefois sera proposé au travers d'une déambulation devant les bâtis qui ont, en leur temps, accueilli des activités commerciales ou artisanales.<br /><a href=""https://patrimoine.bretagne.bzh/decouvrir/journees-europeennes-du-patrimoine-2023-les-coups-de-coeur-de-la-region-bretagne/""><em>Un événement ""Coup de cœur 2023"" de la Région Bretagne</em></a></p>","Circuit dans le village, départ place Matthieu Cuisnier.",,2023-09-23T16:36:35+02:00,16 et 17 septembre,2023-09-16T14:00:00+02:00,2023-09-16T17:00:00+02:00,2023-09-17T12:00:00+02:00,2023-09-17T17:00:00+02:00,"[{""begin"": ""2023-09-16T14:00:00+02:00"", ""end"": ""2023-09-16T17:00:00+02:00""}, {""begin"": ""2023-09-17T11:00:00+02:00"", ""end"": ""2023-09-17T12:00:00+02:00""}, {""begin"": ""2023-09-17T12:00:00+02:00"", ""end"": ""2023-09-17T17:00:00+02:00""}]",mi,handicap moteur,91622453,"48.219244, -1.579154",Saint-Sulpice-la-Forêt - JEP 2023 - circuit,"35250, Saint-Sulpice-la-Forêt",,35315,35250,Saint-Sulpice-la-Forêt,Bretagne,Ille-et-Vilaine,https://saint-sulpice-la-foret.fr/,https://decouvrir.saint-sulpice-la-foret.fr/,"Première participation;Édifice d'artisanat, du commerce et du tertiaire;Édifice rural;Urbanisme et espaces aménagés","Récits, anecdotes, photos et croquis grand format seront présentés par les acteurs du projet d'inventaire immatériel de la commune, lors d'une déambulation vers 8 lieux des commerces d'antan et d'autrefois.","Bus métropolitain ligne 71, vélo, parking",,,,Journées européennes du patrimoine 2023 : Bretagne,3301657
95522916,https://openagenda.com/jep/events/visites-flash-en-gallo,Visites flash en gallo,Journées européennes du patrimoine 2023,"<p>Visites flash en gallo ""Raconte-moi l’écomusée"" (15min)<br />Par le Cercle celtique de Rennes<br /><em>Dans le cadre des Journées européennes du matrimoine et du patrimoine de l'écomusée, de nombreux événements sont à retrouver sur notre site web.</em></p>",Libre accès,,2023-09-23T17:05:15+02:00,"Samedi 16 septembre, 14h00",2023-09-16T14:00:00+02:00,2023-09-16T18:00:00+02:00,2023-09-16T14:00:00+02:00,2023-09-16T18:00:00+02:00,"[{""begin"": ""2023-09-16T14:00:00+02:00"", ""end"": ""2023-09-16T18:00:00+02:00""}]",,,14360190,"48.077837, -1.662039",Écomusée de la Bintinais,"Route de Châtillon-sur-Seiche, 35200, Rennes",Noyal-sur-Seiche,35206,35230,Noyal-Châtillon-sur-Seiche,Bretagne,Ille-et-Vilaine,https://www.ecomusee-rennes-metropole.fr/,,"Musée de France;Espace naturel, parc, jardin;Édifice rural",Raconter l’histoire de Rennes à travers celle d’une ferme… C'est le projet de l'écomusée de La Bintinais. S'y ajoute un parc avec plus de 200 animaux et des vergers conservatoires.,"Venir en métro ligne a :  Descendre à l'arrêt Triangle puis au choix : prendre le bus à l'arrêt en face de la station de métro Triangle ou continuer à pied (15 minutes). Venir en Bus ligne 61 :  Prendre la ligne 61 et descendre à l'arrêt ""Hil/Bintinais"".",,,,Journées européennes du patrimoine 2023 : Bretagne,3301657
56381265,https://openagenda.com/jep/events/visite-guidee-du-conservatoire-du-patrimoine-hospitalier-de-rennes-5825934,Visite guidée du Conservatoire du Patrimoine Hospitalier de Rennes,Journées européennes du patrimoine 2023,"<p>La visite guidée de la Collection du Patrimoine Hospitalier de Rennes est un voyage à travers l'histoire de la Médecine et des Soins. La collection est organisée autour de différents espaces: dentaire, médecine, chirurgie, radiologie, pharamcie et soins. Elle comprend une vaste gamme d'objets, allant des instruments chirurgicaux anciens aux uniformes du personnel hospitalier, en passant par des équipements de radiologie et de pharmacie.<br />Depuis sa fondation, le conservatoire s'est attaché à rassembler des objets, des documents et des témoignages qui nous éclairent sur les pratiques d'autrefois.<br /><em>La visite dure 1h30 et vous êtes accompagnés par des médiateurs passionnés par le sujet.</em></p>","Pour les journées européennes du Patrimoine, les visites sont gratuites / le nombre de places est limitée à 18 personnes maximum par groupe.",,2023-09-23T16:38:13+02:00,16 et 17 septembre,2023-09-16T09:00:00+02:00,2023-09-16T10:30:00+02:00,2023-09-17T15:30:00+02:00,2023-09-17T17:00:00+02:00,"[{""begin"": ""2023-09-16T09:00:00+02:00"", ""end"": ""2023-09-16T10:30:00+02:00""}, {""begin"": ""2023-09-16T10:30:00+02:00"", ""end"": ""2023-09-16T12:00:00+02:00""}, {""begin"": ""2023-09-16T14:00:00+02:00"", ""end"": ""2023-09-16T15:30:00+02:00""}, {""begin"": ""2023-09-16T15:30:00+02:00"", ""end"": ""2023-09-16T17:00:00+02:00""}, {""begin"": ""2023-09-17T09:00:00+02:00"", ""end"": ""2023-09-17T10:30:00+02:00""}, {""begin"": ""2023-09-17T10:30:00+02:00"", ""end"": ""2023-09-17T12:00:00+02:00""}, {""begin"": ""2023-09-17T14:00:00+02:00"", ""end"": ""2023-09-17T15:30:00+02:00""}, {""begin"": ""2023-09-17T15:30:00+02:00"", ""end"": ""2023-09-17T17:00:00+02:00""}]",mi,handicap moteur,29683053,"48.120122, -1.680902",Conservatoire du Patrimoine Hospitalier de Rennes,"64 rue de Saint Malo 35000, Rennes",Thabor - Saint-Hélier - Alphonse Guérin,35238,35064,Rennes,Bretagne,Ille-et-Vilaine,https://www.cphr.fr,,"Musée, salle d'exposition","Le Conservatoire du Patrimoine Hospitalier de Rennes (CPHR) est une association créée en juin 2011 sous le régime de la loi du 1er juillet 1901, à l’objet de « fédérer les initiatives visant à l’identification, la collecte, la restauration, la préservation, la valorisation du patrimoine hospitalier régional de Bretagne. 
Elle assure la promotion des collections (5000 objets, documents écrits, numériques  et sonores, dont environ 1000 sont exposés) sous la forme de visites guidées, manifestations, conférences, prêts, publications à caractère pédagogique, social, culturel ou éducatif ».","Métro place Sainte Anne, bus ligne 31 arrêt ""Hôtel Dieu"", ligne 12 arrêt ""Square de la Rance"", parking souterrain Hoche. Accès personnes à mobilité réduite et ascenceur",,14,99,Journées européennes du patrimoine 2023 : Bretagne,3301657
69934181,https://openagenda.com/jep/events/visite-guidee-3892116,Une visite singulière du bourg de Vezin-Le-Coquet,Journées européennes du patrimoine 2023,"<p>Le groupe Vezin Histoire et Patrimoine organise une visite singulière du bourg, en révélant les bâtiments datant de plus de deux siècles et dissimulés dans l'urbanisme d'aujourd'hui.<br />Nous commencerons la visite par l'examen des plans cadastraux établis en 1812 et 1813. Ces plans nous donnent la topographie de notre commune, les constructions et les bâtiments, et le parcellaire des terres. Les matrices cadastrales associées nous renseignent sur les propriétaires et leur domiciliation.Un travail considérable d'arpentage expliqué avec l'exposition de quelques instruments de cet époque permettant de « lever » les alignements et d'évaluer les superficies.<br />En dernier point de cette introduction à la visite, exposition de l'état nominatif des habitants de 1836, premier recensement de la population de Vezin.<br />Le cadastre est la description précise du territoire, le recensement nous renseigne sur la population qui l'occupe.<br />Après cette introduction, une promenade permettra de nous plonger dans le bourg de Vezin en recherchant le tracé des chemins anciens, en distinguant les bâtiments préservés, en situant les constructions disparues.</p>",Participation libre,,2023-09-15T11:56:09+02:00,"Dimanche 17 septembre, 14h30",2023-09-17T14:30:00+02:00,2023-09-17T16:30:00+02:00,2023-09-17T14:30:00+02:00,2023-09-17T16:30:00+02:00,"[{""begin"": ""2023-09-17T14:30:00+02:00"", ""end"": ""2023-09-17T16:30:00+02:00""}]",,,51235811,"48.119102, -1.755146",Mairie de Vezin-le-Coquet,"8, rue de Rennes 35132 Vezin-le-Coquet",,35353,35132,Vezin-le-Coquet,Bretagne,Ille-et-Vilaine,https://www.ville-vezinlecoquet.fr/,,"Archives;Édifice rural;Lieu de pouvoir, édifice judiciaire","Le groupe Vezin Histoire et Patrimoine organise une visite singulière du bourg, en révélant les bâtiments datant de plus de deux siècles et dissimulés dans l'urbanisme d'aujourd'hui. 
1815 marque la fin de deux périodes terribles et magnifiques, tout d'abord la période révolutionnaire qui a mis fin à l'ancien régime et qui a enflammé les esprits, ensuite le premier empire et ses élans conquérants bien sûr mais qui a aussi marqué notre pays par la puissance de son administration. Dans quel état se trouve notre toute nouvelle commune, à quoi ressemble-t-elle, qui sont ses habitants, comment s'organise à cette époque la vie sociale de ce monde paysan ?",RDV salle du conseil municipal - Parking centre ville,,,,Journées européennes du patrimoine 2023 : Bretagne,3301657
